/Users/shuo/miniforge3/envs/fplibenv/lib/python3.10/site-packages/pymatgen/io/vasp/inputs.py:426: BadPoscarWarning: Selective dynamics toggled with Fluorine element detected. Make sure the 4th-6th entry each position line is selective dynamics info.
  warnings.warn(
/Users/shuo/miniforge3/envs/fplibenv/lib/python3.10/site-packages/pymatgen/io/vasp/inputs.py:438: BadPoscarWarning: Ignoring selective dynamics tag, as no ionic degrees of freedom were fixed.
  warnings.warn(
Processing and saving dataset in batches...
Saved 149795 data points in 586 batches
Epoch: [0][0/469]	Time 1.633 (1.633)	Data 0.249 (0.249)	Loss 1.2922 (1.2922)	MAE 1.144 (1.144)
Epoch: [0][160/469]	Time 1.177 (1.202)	Data 0.003 (0.003)	Loss 0.5291 (0.6519)	MAE 0.821 (0.910)
Epoch: [0][170/469]	Time 1.151 (1.200)	Data 0.003 (0.003)	Loss 0.5195 (0.6488)	MAE 0.808 (0.905)
Epoch: [0][180/469]	Time 1.207 (1.197)	Data 0.001 (0.003)	Loss 0.5223 (0.6417)	MAE 0.811 (0.900)
Epoch: [0][190/469]	Time 1.102 (1.194)	Data 0.001 (0.003)	Loss 0.4435 (0.6342)	MAE 0.762 (0.893)
Epoch: [0][200/469]	Time 1.179 (1.191)	Data 0.001 (0.003)	Loss 0.4758 (0.6262)	MAE 0.743 (0.887)
Epoch: [0][210/469]	Time 1.063 (1.190)	Data 0.001 (0.003)	Loss 0.4459 (0.6202)	MAE 0.729 (0.881)
Epoch: [0][220/469]	Time 1.120 (1.192)	Data 0.001 (0.003)	Loss 0.4833 (0.6156)	MAE 0.755 (0.878)
Epoch: [0][230/469]	Time 1.171 (1.190)	Data 0.001 (0.002)	Loss 0.5524 (0.6107)	MAE 0.815 (0.874)
Epoch: [0][240/469]	Time 1.103 (1.190)	Data 0.001 (0.002)	Loss 0.4361 (0.6056)	MAE 0.709 (0.869)
Epoch: [0][250/469]	Time 1.603 (1.190)	Data 0.001 (0.002)	Loss 0.4840 (0.6005)	MAE 0.762 (0.865)
Epoch: [0][260/469]	Time 1.154 (1.191)	Data 0.001 (0.002)	Loss 0.4828 (0.5968)	MAE 0.755 (0.860)
Epoch: [0][270/469]	Time 1.122 (1.190)	Data 0.001 (0.002)	Loss 0.5793 (0.5933)	MAE 0.863 (0.858)
Epoch: [0][280/469]	Time 1.505 (1.190)	Data 0.001 (0.002)	Loss 0.5075 (0.5892)	MAE 0.779 (0.854)
Epoch: [0][290/469]	Time 1.106 (1.188)	Data 0.001 (0.002)	Loss 0.4759 (0.5858)	MAE 0.730 (0.851)
Epoch: [0][300/469]	Time 1.198 (1.188)	Data 0.001 (0.002)	Loss 0.5771 (0.5820)	MAE 0.780 (0.847)
Epoch: [0][310/469]	Time 1.156 (1.190)	Data 0.001 (0.002)	Loss 0.4532 (0.5781)	MAE 0.742 (0.844)
Epoch: [0][320/469]	Time 1.052 (1.190)	Data 0.001 (0.002)	Loss 0.4265 (0.5743)	MAE 0.679 (0.841)
Epoch: [0][330/469]	Time 1.189 (1.188)	Data 0.001 (0.002)	Loss 0.5006 (0.5710)	MAE 0.773 (0.838)
Epoch: [0][340/469]	Time 1.208 (1.187)	Data 0.001 (0.002)	Loss 0.4883 (0.5678)	MAE 0.766 (0.835)
Epoch: [0][350/469]	Time 1.123 (1.186)	Data 0.001 (0.002)	Loss 0.4142 (0.5640)	MAE 0.681 (0.831)
Epoch: [0][360/469]	Time 1.143 (1.184)	Data 0.001 (0.002)	Loss 0.3566 (0.5603)	MAE 0.654 (0.828)
Epoch: [0][370/469]	Time 1.130 (1.183)	Data 0.001 (0.002)	Loss 0.4241 (0.5570)	MAE 0.748 (0.825)
Epoch: [0][380/469]	Time 1.134 (1.182)	Data 0.001 (0.002)	Loss 0.4348 (0.5542)	MAE 0.717 (0.823)
Epoch: [0][390/469]	Time 1.135 (1.180)	Data 0.001 (0.002)	Loss 0.4200 (0.5515)	MAE 0.717 (0.820)
Epoch: [0][400/469]	Time 1.582 (1.182)	Data 0.001 (0.002)	Loss 0.4241 (0.5481)	MAE 0.721 (0.817)
Epoch: [0][410/469]	Time 1.158 (1.181)	Data 0.001 (0.002)	Loss 0.3645 (0.5453)	MAE 0.645 (0.815)
Epoch: [0][420/469]	Time 1.093 (1.180)	Data 0.001 (0.002)	Loss 0.4000 (0.5429)	MAE 0.647 (0.812)
Epoch: [0][430/469]	Time 1.116 (1.180)	Data 0.001 (0.002)	Loss 0.5221 (0.5407)	MAE 0.761 (0.809)
Epoch: [0][440/469]	Time 1.114 (1.180)	Data 0.001 (0.002)	Loss 0.4176 (0.5382)	MAE 0.684 (0.807)
Epoch: [0][450/469]	Time 1.181 (1.181)	Data 0.001 (0.002)	Loss 0.4078 (0.5356)	MAE 0.693 (0.805)
Epoch: [0][460/469]	Time 1.483 (1.183)	Data 0.001 (0.002)	Loss 0.2925 (0.5331)	MAE 0.575 (0.802)
Test: [0/59]	Time 2.026 (2.026)	Loss 0.3750 (0.3750)	MAE 0.669 (0.669)
Test: [10/59]	Time 2.043 (2.068)	Loss 0.3762 (0.4264)	MAE 0.691 (0.705)
Test: [20/59]	Time 2.031 (2.058)	Loss 0.3918 (0.4208)	MAE 0.670 (0.699)
Test: [30/59]	Time 2.055 (2.055)	Loss 0.5511 (0.4296)	MAE 0.740 (0.704)
Test: [40/59]	Time 2.047 (2.051)	Loss 0.4523 (0.4281)	MAE 0.718 (0.701)
Test: [50/59]	Time 2.018 (2.049)	Loss 0.5575 (0.4278)	MAE 0.766 (0.698)
 * MAE 0.698
Epoch: [1][0/469]	Time 1.181 (1.181)	Data 0.054 (0.054)	Loss 0.4585 (0.4585)	MAE 0.691 (0.691)
Epoch: [1][10/469]	Time 1.140 (1.178)	Data 0.001 (0.006)	Loss 0.4122 (0.4157)	MAE 0.728 (0.681)
Epoch: [1][20/469]	Time 1.015 (1.170)	Data 0.001 (0.004)	Loss 0.3403 (0.4090)	MAE 0.639 (0.681)
Epoch: [1][30/469]	Time 1.154 (1.163)	Data 0.001 (0.003)	Loss 0.5644 (0.4191)	MAE 0.763 (0.688)
Epoch: [1][40/469]	Time 1.161 (1.156)	Data 0.001 (0.003)	Loss 0.3848 (0.4208)	MAE 0.654 (0.691)
Epoch: [1][50/469]	Time 1.100 (1.166)	Data 0.002 (0.003)	Loss 0.3829 (0.4192)	MAE 0.662 (0.690)
Epoch: [1][60/469]	Time 1.096 (1.172)	Data 0.001 (0.002)	Loss 0.4811 (0.4208)	MAE 0.700 (0.693)
Epoch: [1][70/469]	Time 1.151 (1.170)	Data 0.002 (0.002)	Loss 0.3930 (0.4189)	MAE 0.689 (0.691)
Epoch: [1][80/469]	Time 1.146 (1.168)	Data 0.001 (0.002)	Loss 0.4318 (0.4146)	MAE 0.663 (0.687)
Epoch: [1][90/469]	Time 1.195 (1.173)	Data 0.001 (0.002)	Loss 0.4173 (0.4169)	MAE 0.747 (0.691)
Epoch: [1][100/469]	Time 1.145 (1.176)	Data 0.001 (0.002)	Loss 0.4083 (0.4130)	MAE 0.690 (0.688)
Epoch: [1][110/469]	Time 1.143 (1.176)	Data 0.001 (0.002)	Loss 0.3807 (0.4126)	MAE 0.657 (0.687)
Epoch: [1][120/469]	Time 1.186 (1.175)	Data 0.003 (0.002)	Loss 0.3945 (0.4136)	MAE 0.644 (0.687)
Epoch: [1][130/469]	Time 1.194 (1.174)	Data 0.001 (0.002)	Loss 0.3971 (0.4114)	MAE 0.664 (0.684)
Epoch: [1][140/469]	Time 1.146 (1.173)	Data 0.001 (0.002)	Loss 0.3774 (0.4126)	MAE 0.678 (0.685)
Epoch: [1][150/469]	Time 1.142 (1.171)	Data 0.003 (0.002)	Loss 0.3898 (0.4120)	MAE 0.665 (0.683)
Epoch: [1][160/469]	Time 1.150 (1.171)	Data 0.001 (0.002)	Loss 0.4724 (0.4111)	MAE 0.712 (0.682)
Epoch: [1][170/469]	Time 1.140 (1.171)	Data 0.001 (0.002)	Loss 0.4163 (0.4111)	MAE 0.721 (0.683)
Epoch: [1][180/469]	Time 1.166 (1.172)	Data 0.001 (0.002)	Loss 0.3334 (0.4076)	MAE 0.609 (0.680)
Epoch: [1][190/469]	Time 1.175 (1.171)	Data 0.001 (0.002)	Loss 0.3874 (0.4062)	MAE 0.640 (0.679)
Epoch: [1][200/469]	Time 1.228 (1.177)	Data 0.001 (0.002)	Loss 0.3739 (0.4055)	MAE 0.639 (0.678)
Epoch: [1][210/469]	Time 1.204 (1.176)	Data 0.001 (0.002)	Loss 0.3161 (0.4040)	MAE 0.595 (0.676)
Epoch: [1][220/469]	Time 1.180 (1.175)	Data 0.001 (0.002)	Loss 0.3454 (0.4026)	MAE 0.623 (0.675)
Epoch: [1][230/469]	Time 1.465 (1.175)	Data 0.003 (0.002)	Loss 0.3856 (0.4016)	MAE 0.672 (0.674)
Epoch: [1][240/469]	Time 1.109 (1.179)	Data 0.001 (0.002)	Loss 0.3822 (0.4028)	MAE 0.661 (0.674)
Epoch: [1][250/469]	Time 1.139 (1.179)	Data 0.001 (0.002)	Loss 0.4556 (0.4023)	MAE 0.739 (0.674)
Epoch: [1][260/469]	Time 1.127 (1.181)	Data 0.001 (0.002)	Loss 0.3689 (0.4026)	MAE 0.643 (0.674)
Epoch: [1][270/469]	Time 1.219 (1.181)	Data 0.001 (0.002)	Loss 0.3346 (0.4010)	MAE 0.605 (0.672)
Epoch: [1][280/469]	Time 1.178 (1.179)	Data 0.001 (0.002)	Loss 0.3918 (0.4010)	MAE 0.664 (0.672)
Epoch: [1][290/469]	Time 1.164 (1.178)	Data 0.001 (0.002)	Loss 0.3999 (0.4000)	MAE 0.638 (0.672)
Epoch: [1][300/469]	Time 1.137 (1.177)	Data 0.001 (0.002)	Loss 0.4029 (0.3989)	MAE 0.654 (0.671)
Epoch: [1][310/469]	Time 1.167 (1.177)	Data 0.003 (0.002)	Loss 0.3616 (0.3977)	MAE 0.642 (0.670)
Epoch: [1][320/469]	Time 1.163 (1.178)	Data 0.001 (0.002)	Loss 0.3249 (0.3978)	MAE 0.621 (0.670)
Epoch: [1][330/469]	Time 1.090 (1.177)	Data 0.001 (0.002)	Loss 0.3299 (0.3964)	MAE 0.623 (0.669)
Epoch: [1][340/469]	Time 1.138 (1.178)	Data 0.001 (0.002)	Loss 0.4507 (0.3961)	MAE 0.687 (0.668)
Epoch: [1][350/469]	Time 1.137 (1.178)	Data 0.001 (0.002)	Loss 0.4527 (0.3964)	MAE 0.669 (0.668)
Epoch: [1][360/469]	Time 1.163 (1.178)	Data 0.001 (0.002)	Loss 0.3204 (0.3959)	MAE 0.623 (0.667)
Epoch: [1][370/469]	Time 1.141 (1.180)	Data 0.001 (0.002)	Loss 0.4685 (0.3955)	MAE 0.729 (0.667)
Epoch: [1][380/469]	Time 1.609 (1.181)	Data 0.001 (0.002)	Loss 0.4461 (0.3942)	MAE 0.688 (0.666)
Epoch: [1][390/469]	Time 1.154 (1.180)	Data 0.001 (0.002)	Loss 0.4179 (0.3940)	MAE 0.671 (0.665)
Epoch: [1][400/469]	Time 1.195 (1.180)	Data 0.001 (0.002)	Loss 0.3794 (0.3944)	MAE 0.679 (0.666)
Epoch: [1][410/469]	Time 1.098 (1.182)	Data 0.001 (0.002)	Loss 0.4121 (0.3945)	MAE 0.670 (0.666)
Epoch: [1][420/469]	Time 1.046 (1.180)	Data 0.001 (0.002)	Loss 0.3617 (0.3941)	MAE 0.638 (0.665)
Epoch: [1][430/469]	Time 1.073 (1.180)	Data 0.001 (0.002)	Loss 0.4246 (0.3934)	MAE 0.692 (0.665)
Epoch: [1][440/469]	Time 1.151 (1.182)	Data 0.001 (0.002)	Loss 0.3580 (0.3926)	MAE 0.660 (0.664)
Epoch: [1][450/469]	Time 1.213 (1.183)	Data 0.001 (0.002)	Loss 0.3922 (0.3919)	MAE 0.691 (0.663)
Epoch: [1][460/469]	Time 1.116 (1.182)	Data 0.001 (0.002)	Loss 0.3236 (0.3916)	MAE 0.612 (0.663)
Test: [0/59]	Time 2.068 (2.068)	Loss 0.3878 (0.3878)	MAE 0.686 (0.686)
Test: [10/59]	Time 2.058 (2.350)	Loss 0.3676 (0.3365)	MAE 0.650 (0.628)
Test: [20/59]	Time 2.050 (2.214)	Loss 0.6177 (0.3574)	MAE 0.687 (0.635)
Test: [30/59]	Time 2.048 (2.164)	Loss 0.3874 (0.3670)	MAE 0.610 (0.641)
Test: [40/59]	Time 2.040 (2.137)	Loss 0.3156 (0.3659)	MAE 0.602 (0.642)
Test: [50/59]	Time 2.051 (2.168)	Loss 0.3506 (0.3650)	MAE 0.648 (0.640)
 * MAE 0.642
Epoch: [2][0/469]	Time 1.143 (1.143)	Data 0.057 (0.057)	Loss 0.3124 (0.3124)	MAE 0.608 (0.608)
Epoch: [2][10/469]	Time 1.138 (1.141)	Data 0.001 (0.006)	Loss 0.3905 (0.3697)	MAE 0.661 (0.648)
Epoch: [2][20/469]	Time 1.105 (1.152)	Data 0.001 (0.004)	Loss 0.4032 (0.3761)	MAE 0.688 (0.652)
Epoch: [2][30/469]	Time 1.173 (1.162)	Data 0.002 (0.003)	Loss 0.3492 (0.3591)	MAE 0.618 (0.636)
Epoch: [2][40/469]	Time 1.544 (1.169)	Data 0.001 (0.003)	Loss 0.3174 (0.3587)	MAE 0.603 (0.633)
Epoch: [2][50/469]	Time 1.152 (1.163)	Data 0.001 (0.002)	Loss 0.3521 (0.3575)	MAE 0.621 (0.631)
Epoch: [2][60/469]	Time 1.146 (1.169)	Data 0.001 (0.002)	Loss 0.3030 (0.3631)	MAE 0.597 (0.634)
Epoch: [2][70/469]	Time 1.125 (1.163)	Data 0.001 (0.002)	Loss 0.2324 (0.3593)	MAE 0.512 (0.631)
Epoch: [2][80/469]	Time 1.120 (1.166)	Data 0.001 (0.002)	Loss 0.3520 (0.3600)	MAE 0.644 (0.632)
Epoch: [2][90/469]	Time 1.161 (1.168)	Data 0.001 (0.002)	Loss 0.3547 (0.3610)	MAE 0.632 (0.632)
Epoch: [2][100/469]	Time 1.061 (1.167)	Data 0.001 (0.002)	Loss 0.2968 (0.3615)	MAE 0.615 (0.633)
Epoch: [2][110/469]	Time 1.117 (1.165)	Data 0.001 (0.002)	Loss 0.2971 (0.3619)	MAE 0.603 (0.633)
Epoch: [2][120/469]	Time 1.101 (1.162)	Data 0.001 (0.002)	Loss 0.3322 (0.3624)	MAE 0.595 (0.634)
Epoch: [2][130/469]	Time 1.147 (1.172)	Data 0.001 (0.002)	Loss 0.3719 (0.3635)	MAE 0.602 (0.635)
Epoch: [2][140/469]	Time 1.126 (1.174)	Data 0.001 (0.002)	Loss 0.3650 (0.3634)	MAE 0.644 (0.634)
Epoch: [2][150/469]	Time 1.136 (1.175)	Data 0.001 (0.002)	Loss 0.4102 (0.3635)	MAE 0.692 (0.634)
Epoch: [2][160/469]	Time 1.153 (1.180)	Data 0.001 (0.002)	Loss 0.3631 (0.3634)	MAE 0.638 (0.634)
Epoch: [2][170/469]	Time 1.129 (1.178)	Data 0.001 (0.002)	Loss 0.3403 (0.3624)	MAE 0.579 (0.634)
Epoch: [2][180/469]	Time 1.142 (1.176)	Data 0.001 (0.002)	Loss 0.3007 (0.3615)	MAE 0.597 (0.634)
Epoch: [2][190/469]	Time 1.123 (1.183)	Data 0.001 (0.002)	Loss 0.3143 (0.3609)	MAE 0.594 (0.634)
Epoch: [2][200/469]	Time 1.178 (1.187)	Data 0.003 (0.002)	Loss 0.3015 (0.3604)	MAE 0.568 (0.633)
Epoch: [2][210/469]	Time 1.166 (1.192)	Data 0.001 (0.002)	Loss 0.3075 (0.3596)	MAE 0.604 (0.633)
Epoch: [2][220/469]	Time 1.220 (1.190)	Data 0.001 (0.002)	Loss 0.4347 (0.3600)	MAE 0.686 (0.634)
Epoch: [2][230/469]	Time 1.190 (1.188)	Data 0.001 (0.002)	Loss 0.3421 (0.3591)	MAE 0.606 (0.633)
Epoch: [2][240/469]	Time 1.145 (1.189)	Data 0.001 (0.002)	Loss 0.2715 (0.3579)	MAE 0.559 (0.631)
Epoch: [2][250/469]	Time 1.185 (1.188)	Data 0.002 (0.002)	Loss 0.3037 (0.3565)	MAE 0.572 (0.629)
Epoch: [2][260/469]	Time 1.194 (1.188)	Data 0.001 (0.002)	Loss 0.3724 (0.3557)	MAE 0.638 (0.629)
Epoch: [2][270/469]	Time 1.173 (1.188)	Data 0.001 (0.002)	Loss 0.2943 (0.3548)	MAE 0.562 (0.627)
Epoch: [2][280/469]	Time 1.134 (1.187)	Data 0.001 (0.002)	Loss 0.2711 (0.3534)	MAE 0.549 (0.626)
Epoch: [2][290/469]	Time 1.099 (1.191)	Data 0.001 (0.002)	Loss 0.4271 (0.3529)	MAE 0.693 (0.625)
Epoch: [2][300/469]	Time 1.204 (1.190)	Data 0.001 (0.002)	Loss 0.3298 (0.3535)	MAE 0.620 (0.626)
Epoch: [2][310/469]	Time 1.185 (1.189)	Data 0.001 (0.002)	Loss 0.3211 (0.3539)	MAE 0.616 (0.626)
Epoch: [2][320/469]	Time 1.192 (1.188)	Data 0.003 (0.002)	Loss 0.3623 (0.3537)	MAE 0.641 (0.626)
Epoch: [2][330/469]	Time 1.195 (1.192)	Data 0.001 (0.002)	Loss 0.3316 (0.3527)	MAE 0.614 (0.624)
Epoch: [2][340/469]	Time 1.141 (1.191)	Data 0.001 (0.002)	Loss 0.3464 (0.3521)	MAE 0.576 (0.624)
Epoch: [2][350/469]	Time 1.144 (1.192)	Data 0.001 (0.002)	Loss 0.3140 (0.3523)	MAE 0.605 (0.623)
Epoch: [2][360/469]	Time 1.111 (1.192)	Data 0.001 (0.002)	Loss 0.3305 (0.3514)	MAE 0.611 (0.622)
Epoch: [2][370/469]	Time 1.167 (1.190)	Data 0.001 (0.002)	Loss 0.3232 (0.3507)	MAE 0.592 (0.622)
Epoch: [2][380/469]	Time 1.153 (1.193)	Data 0.001 (0.002)	Loss 0.4450 (0.3512)	MAE 0.724 (0.622)
Epoch: [2][390/469]	Time 1.099 (1.192)	Data 0.001 (0.002)	Loss 0.2908 (0.3511)	MAE 0.590 (0.622)
Epoch: [2][400/469]	Time 1.166 (1.191)	Data 0.001 (0.002)	Loss 0.2255 (0.3502)	MAE 0.504 (0.621)
Epoch: [2][410/469]	Time 1.113 (1.192)	Data 0.001 (0.002)	Loss 0.4230 (0.3496)	MAE 0.687 (0.620)
Epoch: [2][420/469]	Time 1.154 (1.193)	Data 0.003 (0.002)	Loss 0.4702 (0.3500)	MAE 0.648 (0.620)
Epoch: [2][430/469]	Time 1.125 (1.191)	Data 0.003 (0.002)	Loss 0.3484 (0.3500)	MAE 0.629 (0.620)
Epoch: [2][440/469]	Time 1.236 (1.193)	Data 0.001 (0.002)	Loss 0.3507 (0.3499)	MAE 0.642 (0.620)
Epoch: [2][450/469]	Time 1.179 (1.192)	Data 0.003 (0.002)	Loss 0.3837 (0.3499)	MAE 0.620 (0.620)
Epoch: [2][460/469]	Time 1.066 (1.191)	Data 0.001 (0.002)	Loss 0.3468 (0.3510)	MAE 0.630 (0.620)
Test: [0/59]	Time 2.048 (2.048)	Loss 0.2559 (0.2559)	MAE 0.544 (0.544)
Test: [10/59]	Time 2.048 (2.055)	Loss 0.3035 (0.3302)	MAE 0.553 (0.592)
Test: [20/59]	Time 2.043 (2.107)	Loss 0.3079 (0.3289)	MAE 0.581 (0.590)
Test: [30/59]	Time 2.056 (2.134)	Loss 0.3457 (0.3192)	MAE 0.610 (0.583)
Test: [40/59]	Time 2.060 (2.179)	Loss 0.2845 (0.3231)	MAE 0.551 (0.584)
Test: [50/59]	Time 2.061 (2.155)	Loss 0.3723 (0.3247)	MAE 0.580 (0.587)
 * MAE 0.585
Epoch: [3][0/469]	Time 1.424 (1.424)	Data 0.240 (0.240)	Loss 0.3848 (0.3848)	MAE 0.590 (0.590)
Epoch: [3][10/469]	Time 1.039 (1.168)	Data 0.001 (0.023)	Loss 0.3105 (0.3265)	MAE 0.605 (0.598)
Epoch: [3][20/469]	Time 1.157 (1.217)	Data 0.001 (0.013)	Loss 0.3478 (0.3373)	MAE 0.621 (0.603)
Epoch: [3][30/469]	Time 1.136 (1.191)	Data 0.001 (0.009)	Loss 0.3122 (0.3310)	MAE 0.582 (0.598)
Epoch: [3][40/469]	Time 1.571 (1.194)	Data 0.001 (0.007)	Loss 0.3640 (0.3311)	MAE 0.623 (0.601)
Epoch: [3][50/469]	Time 1.186 (1.187)	Data 0.001 (0.006)	Loss 0.2923 (0.3302)	MAE 0.555 (0.599)
Epoch: [3][60/469]	Time 1.135 (1.186)	Data 0.001 (0.005)	Loss 0.4682 (0.3316)	MAE 0.718 (0.602)
Epoch: [3][70/469]	Time 1.192 (1.187)	Data 0.002 (0.005)	Loss 0.2696 (0.3307)	MAE 0.527 (0.602)
Epoch: [3][80/469]	Time 1.091 (1.191)	Data 0.001 (0.004)	Loss 0.2828 (0.3287)	MAE 0.551 (0.599)
Epoch: [3][90/469]	Time 1.133 (1.195)	Data 0.001 (0.004)	Loss 0.3610 (0.3277)	MAE 0.628 (0.598)
Epoch: [3][100/469]	Time 1.127 (1.200)	Data 0.003 (0.004)	Loss 0.2464 (0.3263)	MAE 0.526 (0.597)
Epoch: [3][110/469]	Time 1.129 (1.197)	Data 0.001 (0.004)	Loss 0.3597 (0.3268)	MAE 0.631 (0.597)
Epoch: [3][120/469]	Time 1.171 (1.192)	Data 0.003 (0.003)	Loss 0.3901 (0.3258)	MAE 0.670 (0.595)
Epoch: [3][130/469]	Time 1.191 (1.191)	Data 0.001 (0.003)	Loss 0.3003 (0.3260)	MAE 0.566 (0.595)
Epoch: [3][140/469]	Time 1.180 (1.189)	Data 0.001 (0.003)	Loss 0.3896 (0.3263)	MAE 0.660 (0.596)
Epoch: [3][150/469]	Time 1.138 (1.185)	Data 0.001 (0.003)	Loss 0.3474 (0.3277)	MAE 0.600 (0.597)
Epoch: [3][160/469]	Time 1.719 (1.190)	Data 0.003 (0.003)	Loss 0.3600 (0.3273)	MAE 0.624 (0.597)
Epoch: [3][170/469]	Time 1.708 (1.197)	Data 0.001 (0.003)	Loss 0.2982 (0.3274)	MAE 0.537 (0.597)
Epoch: [3][180/469]	Time 1.149 (1.197)	Data 0.001 (0.003)	Loss 0.3126 (0.3275)	MAE 0.544 (0.596)
Epoch: [3][190/469]	Time 1.152 (1.196)	Data 0.001 (0.003)	Loss 0.2990 (0.3260)	MAE 0.590 (0.594)
Epoch: [3][200/469]	Time 1.138 (1.201)	Data 0.001 (0.003)	Loss 0.3755 (0.3263)	MAE 0.670 (0.595)
Epoch: [3][210/469]	Time 1.208 (1.199)	Data 0.003 (0.003)	Loss 0.3183 (0.3268)	MAE 0.558 (0.595)
Epoch: [3][220/469]	Time 1.137 (1.198)	Data 0.001 (0.003)	Loss 0.3154 (0.3279)	MAE 0.588 (0.596)
Epoch: [3][230/469]	Time 1.234 (1.206)	Data 0.001 (0.002)	Loss 0.3599 (0.3287)	MAE 0.617 (0.596)
Epoch: [3][240/469]	Time 1.212 (1.206)	Data 0.001 (0.002)	Loss 0.4097 (0.3282)	MAE 0.646 (0.595)
Epoch: [3][250/469]	Time 1.136 (1.205)	Data 0.001 (0.002)	Loss 0.3209 (0.3282)	MAE 0.577 (0.595)
Epoch: [3][260/469]	Time 1.147 (1.206)	Data 0.001 (0.002)	Loss 0.3270 (0.3277)	MAE 0.603 (0.595)
Epoch: [3][270/469]	Time 1.176 (1.204)	Data 0.001 (0.002)	Loss 0.3826 (0.3279)	MAE 0.668 (0.595)
Epoch: [3][280/469]	Time 1.135 (1.203)	Data 0.001 (0.002)	Loss 0.3395 (0.3278)	MAE 0.616 (0.596)
Epoch: [3][290/469]	Time 1.253 (1.201)	Data 0.001 (0.002)	Loss 0.2774 (0.3274)	MAE 0.516 (0.596)
Epoch: [3][300/469]	Time 1.120 (1.202)	Data 0.001 (0.002)	Loss 0.3363 (0.3271)	MAE 0.596 (0.596)
Epoch: [3][310/469]	Time 1.134 (1.200)	Data 0.001 (0.002)	Loss 0.2661 (0.3260)	MAE 0.521 (0.595)
Epoch: [3][320/469]	Time 1.239 (1.198)	Data 0.003 (0.002)	Loss 0.3129 (0.3257)	MAE 0.606 (0.595)
Epoch: [3][330/469]	Time 1.174 (1.197)	Data 0.001 (0.002)	Loss 0.2859 (0.3256)	MAE 0.558 (0.595)
Epoch: [3][340/469]	Time 1.123 (1.197)	Data 0.001 (0.002)	Loss 0.2696 (0.3252)	MAE 0.545 (0.595)
Epoch: [3][350/469]	Time 1.187 (1.197)	Data 0.001 (0.002)	Loss 0.2586 (0.3241)	MAE 0.526 (0.594)
Epoch: [3][360/469]	Time 1.207 (1.198)	Data 0.003 (0.002)	Loss 0.2881 (0.3226)	MAE 0.572 (0.592)
Epoch: [3][370/469]	Time 1.167 (1.197)	Data 0.001 (0.002)	Loss 0.2987 (0.3228)	MAE 0.559 (0.592)
Epoch: [3][380/469]	Time 1.165 (1.196)	Data 0.001 (0.002)	Loss 0.2983 (0.3224)	MAE 0.574 (0.592)
