/Users/shuo/miniforge3/envs/fplibenv/lib/python3.10/site-packages/pymatgen/io/vasp/inputs.py:426: BadPoscarWarning: Selective dynamics toggled with Fluorine element detected. Make sure the 4th-6th entry each position line is selective dynamics info.
  warnings.warn(
/Users/shuo/miniforge3/envs/fplibenv/lib/python3.10/site-packages/pymatgen/io/vasp/inputs.py:438: BadPoscarWarning: Ignoring selective dynamics tag, as no ionic degrees of freedom were fixed.
  warnings.warn(
Processing and saving dataset in batches...
Saved 149795 data points in 586 batches
Epoch: [0][0/469]	Time 1.900 (1.900)	Data 0.238 (0.238)	Loss 1.3790 (1.3790)	MAE 0.969 (0.969)
Epoch: [0][300/469]	Time 1.329 (1.291)	Data 0.001 (0.002)	Loss 0.2192 (0.2549)	MAE 0.280 (0.381)
Epoch: [0][310/469]	Time 1.299 (1.292)	Data 0.001 (0.002)	Loss 0.0933 (0.2509)	MAE 0.229 (0.377)
Epoch: [0][320/469]	Time 1.216 (1.291)	Data 0.003 (0.002)	Loss 0.0988 (0.2470)	MAE 0.233 (0.373)
Epoch: [0][330/469]	Time 1.353 (1.290)	Data 0.001 (0.002)	Loss 0.1233 (0.2441)	MAE 0.260 (0.370)
Epoch: [0][340/469]	Time 1.380 (1.290)	Data 0.001 (0.002)	Loss 0.0860 (0.2403)	MAE 0.225 (0.366)
Epoch: [0][350/469]	Time 1.271 (1.290)	Data 0.001 (0.002)	Loss 0.2474 (0.2365)	MAE 0.274 (0.363)
Epoch: [0][360/469]	Time 1.303 (1.290)	Data 0.001 (0.002)	Loss 0.1065 (0.2332)	MAE 0.240 (0.359)
Epoch: [0][370/469]	Time 1.282 (1.290)	Data 0.001 (0.002)	Loss 0.1514 (0.2305)	MAE 0.266 (0.356)
Epoch: [0][380/469]	Time 1.275 (1.290)	Data 0.001 (0.002)	Loss 0.0913 (0.2280)	MAE 0.239 (0.353)
Epoch: [0][390/469]	Time 1.259 (1.290)	Data 0.001 (0.002)	Loss 0.1259 (0.2250)	MAE 0.233 (0.350)
Epoch: [0][400/469]	Time 1.329 (1.290)	Data 0.001 (0.002)	Loss 0.1562 (0.2224)	MAE 0.266 (0.347)
Epoch: [0][410/469]	Time 1.302 (1.290)	Data 0.001 (0.002)	Loss 0.0665 (0.2194)	MAE 0.196 (0.345)
Epoch: [0][420/469]	Time 1.228 (1.290)	Data 0.001 (0.002)	Loss 0.1429 (0.2171)	MAE 0.307 (0.343)
Epoch: [0][430/469]	Time 1.229 (1.290)	Data 0.001 (0.002)	Loss 0.0995 (0.2151)	MAE 0.223 (0.341)
Epoch: [0][440/469]	Time 1.246 (1.289)	Data 0.001 (0.002)	Loss 0.0981 (0.2129)	MAE 0.223 (0.339)
Epoch: [0][450/469]	Time 1.314 (1.290)	Data 0.001 (0.002)	Loss 0.0971 (0.2111)	MAE 0.225 (0.336)
Epoch: [0][460/469]	Time 1.306 (1.289)	Data 0.001 (0.002)	Loss 0.0748 (0.2084)	MAE 0.215 (0.334)
Test: [0/59]	Time 2.293 (2.293)	Loss 0.1220 (0.1220)	MAE 0.247 (0.247)
Test: [10/59]	Time 2.306 (2.322)	Loss 0.1168 (0.1062)	MAE 0.246 (0.236)
Test: [20/59]	Time 2.293 (2.315)	Loss 0.1072 (0.0986)	MAE 0.242 (0.233)
Test: [30/59]	Time 2.303 (2.312)	Loss 0.1076 (0.0987)	MAE 0.243 (0.233)
Test: [40/59]	Time 2.306 (2.309)	Loss 0.0996 (0.0962)	MAE 0.230 (0.231)
Test: [50/59]	Time 2.280 (2.307)	Loss 0.0839 (0.0968)	MAE 0.232 (0.231)
 * MAE 0.230
Epoch: [1][0/469]	Time 1.305 (1.305)	Data 0.060 (0.060)	Loss 0.0965 (0.0965)	MAE 0.275 (0.275)
Epoch: [1][10/469]	Time 1.272 (1.277)	Data 0.001 (0.007)	Loss 0.2482 (0.1132)	MAE 0.330 (0.244)
Epoch: [1][20/469]	Time 1.152 (1.288)	Data 0.001 (0.004)	Loss 0.0524 (0.1085)	MAE 0.187 (0.236)
Epoch: [1][30/469]	Time 1.302 (1.284)	Data 0.001 (0.003)	Loss 0.0727 (0.1017)	MAE 0.192 (0.228)
Epoch: [1][40/469]	Time 1.285 (1.280)	Data 0.001 (0.003)	Loss 0.0924 (0.1001)	MAE 0.220 (0.225)
Epoch: [1][50/469]	Time 1.250 (1.275)	Data 0.001 (0.002)	Loss 0.0809 (0.0988)	MAE 0.208 (0.228)
Epoch: [1][60/469]	Time 1.196 (1.276)	Data 0.001 (0.002)	Loss 0.0521 (0.1007)	MAE 0.182 (0.228)
Epoch: [1][70/469]	Time 1.291 (1.276)	Data 0.001 (0.002)	Loss 0.0677 (0.0995)	MAE 0.196 (0.225)
Epoch: [1][80/469]	Time 1.287 (1.276)	Data 0.001 (0.002)	Loss 0.0653 (0.1020)	MAE 0.191 (0.227)
Epoch: [1][90/469]	Time 1.326 (1.278)	Data 0.001 (0.002)	Loss 0.0760 (0.1006)	MAE 0.200 (0.228)
Epoch: [1][100/469]	Time 1.262 (1.280)	Data 0.001 (0.002)	Loss 0.0707 (0.0994)	MAE 0.202 (0.228)
Epoch: [1][110/469]	Time 1.280 (1.282)	Data 0.001 (0.002)	Loss 0.0545 (0.1008)	MAE 0.170 (0.227)
Epoch: [1][120/469]	Time 1.320 (1.282)	Data 0.001 (0.002)	Loss 0.0443 (0.1002)	MAE 0.172 (0.227)
Epoch: [1][130/469]	Time 1.302 (1.283)	Data 0.001 (0.002)	Loss 0.0820 (0.0994)	MAE 0.233 (0.226)
Epoch: [1][140/469]	Time 1.288 (1.283)	Data 0.001 (0.002)	Loss 0.1571 (0.0988)	MAE 0.229 (0.225)
Epoch: [1][150/469]	Time 1.267 (1.283)	Data 0.001 (0.002)	Loss 0.0560 (0.0978)	MAE 0.199 (0.224)
Epoch: [1][160/469]	Time 1.287 (1.284)	Data 0.001 (0.002)	Loss 0.0583 (0.0961)	MAE 0.200 (0.222)
Epoch: [1][170/469]	Time 1.290 (1.285)	Data 0.001 (0.002)	Loss 0.0459 (0.0953)	MAE 0.184 (0.221)
Epoch: [1][180/469]	Time 1.306 (1.286)	Data 0.001 (0.002)	Loss 0.0943 (0.0942)	MAE 0.196 (0.221)
Epoch: [1][190/469]	Time 1.364 (1.287)	Data 0.001 (0.002)	Loss 0.0638 (0.0933)	MAE 0.192 (0.219)
Epoch: [1][200/469]	Time 1.367 (1.287)	Data 0.001 (0.002)	Loss 0.0836 (0.0923)	MAE 0.194 (0.218)
Epoch: [1][210/469]	Time 1.346 (1.287)	Data 0.001 (0.002)	Loss 0.0759 (0.0913)	MAE 0.243 (0.217)
Epoch: [1][220/469]	Time 1.269 (1.288)	Data 0.001 (0.002)	Loss 0.1051 (0.0900)	MAE 0.255 (0.216)
Epoch: [1][230/469]	Time 1.295 (1.290)	Data 0.001 (0.002)	Loss 0.1681 (0.0895)	MAE 0.306 (0.216)
Epoch: [1][240/469]	Time 1.263 (1.291)	Data 0.001 (0.002)	Loss 0.0877 (0.0889)	MAE 0.209 (0.215)
Epoch: [1][250/469]	Time 1.273 (1.293)	Data 0.001 (0.002)	Loss 0.0459 (0.0884)	MAE 0.177 (0.215)
Epoch: [1][260/469]	Time 1.274 (1.293)	Data 0.001 (0.002)	Loss 0.1605 (0.0897)	MAE 0.217 (0.215)
Epoch: [1][270/469]	Time 1.387 (1.292)	Data 0.001 (0.002)	Loss 0.0685 (0.0895)	MAE 0.228 (0.215)
Epoch: [1][280/469]	Time 1.305 (1.292)	Data 0.001 (0.002)	Loss 0.0812 (0.0895)	MAE 0.221 (0.216)
Epoch: [1][290/469]	Time 1.300 (1.292)	Data 0.001 (0.002)	Loss 0.0820 (0.0896)	MAE 0.213 (0.215)
Epoch: [1][300/469]	Time 1.296 (1.291)	Data 0.003 (0.002)	Loss 0.0811 (0.0905)	MAE 0.220 (0.216)
Epoch: [1][310/469]	Time 1.302 (1.292)	Data 0.001 (0.002)	Loss 0.0784 (0.0901)	MAE 0.242 (0.215)
Epoch: [1][320/469]	Time 1.304 (1.293)	Data 0.001 (0.002)	Loss 0.0400 (0.0901)	MAE 0.166 (0.215)
Epoch: [1][330/469]	Time 1.241 (1.293)	Data 0.001 (0.002)	Loss 0.1237 (0.0899)	MAE 0.199 (0.215)
Epoch: [1][340/469]	Time 1.259 (1.294)	Data 0.001 (0.002)	Loss 0.0803 (0.0898)	MAE 0.217 (0.215)
Epoch: [1][350/469]	Time 1.278 (1.294)	Data 0.001 (0.002)	Loss 0.0550 (0.0893)	MAE 0.188 (0.214)
Epoch: [1][360/469]	Time 1.285 (1.294)	Data 0.001 (0.002)	Loss 0.1174 (0.0894)	MAE 0.210 (0.214)
Epoch: [1][370/469]	Time 1.311 (1.293)	Data 0.003 (0.002)	Loss 0.0709 (0.0891)	MAE 0.210 (0.213)
Epoch: [1][380/469]	Time 1.230 (1.293)	Data 0.001 (0.002)	Loss 0.0936 (0.0884)	MAE 0.221 (0.213)
Epoch: [1][390/469]	Time 1.322 (1.293)	Data 0.001 (0.002)	Loss 0.0649 (0.0882)	MAE 0.190 (0.212)
Epoch: [1][400/469]	Time 1.367 (1.294)	Data 0.001 (0.002)	Loss 0.0651 (0.0878)	MAE 0.182 (0.211)
Epoch: [1][410/469]	Time 1.283 (1.294)	Data 0.001 (0.002)	Loss 0.0474 (0.0876)	MAE 0.172 (0.211)
Epoch: [1][420/469]	Time 1.185 (1.293)	Data 0.001 (0.002)	Loss 0.0506 (0.0869)	MAE 0.178 (0.210)
Epoch: [1][430/469]	Time 1.247 (1.293)	Data 0.001 (0.002)	Loss 0.0821 (0.0863)	MAE 0.172 (0.209)
Epoch: [1][440/469]	Time 1.313 (1.294)	Data 0.001 (0.002)	Loss 0.0743 (0.0860)	MAE 0.233 (0.209)
Epoch: [1][450/469]	Time 1.370 (1.294)	Data 0.001 (0.002)	Loss 0.0574 (0.0861)	MAE 0.217 (0.209)
Epoch: [1][460/469]	Time 1.260 (1.293)	Data 0.001 (0.002)	Loss 0.0555 (0.0857)	MAE 0.202 (0.209)
Test: [0/59]	Time 2.304 (2.304)	Loss 0.0747 (0.0747)	MAE 0.189 (0.189)
Test: [10/59]	Time 2.300 (2.310)	Loss 0.0792 (0.0626)	MAE 0.198 (0.195)
Test: [20/59]	Time 2.321 (2.317)	Loss 0.0565 (0.0632)	MAE 0.194 (0.196)
Test: [30/59]	Time 2.308 (2.318)	Loss 0.0559 (0.0623)	MAE 0.196 (0.197)
Test: [40/59]	Time 2.308 (2.318)	Loss 0.0542 (0.0618)	MAE 0.187 (0.196)
Test: [50/59]	Time 2.311 (2.316)	Loss 0.0489 (0.0612)	MAE 0.188 (0.195)
 * MAE 0.197
Epoch: [2][0/469]	Time 1.283 (1.283)	Data 0.061 (0.061)	Loss 0.0673 (0.0673)	MAE 0.217 (0.217)
Epoch: [2][10/469]	Time 1.278 (1.284)	Data 0.003 (0.007)	Loss 0.0544 (0.0736)	MAE 0.161 (0.208)
Epoch: [2][20/469]	Time 1.255 (1.293)	Data 0.003 (0.004)	Loss 0.0508 (0.0680)	MAE 0.163 (0.201)
Epoch: [2][30/469]	Time 1.305 (1.289)	Data 0.001 (0.003)	Loss 0.0751 (0.0710)	MAE 0.252 (0.206)
Epoch: [2][40/469]	Time 1.284 (1.287)	Data 0.001 (0.003)	Loss 0.0361 (0.0686)	MAE 0.153 (0.201)
Epoch: [2][50/469]	Time 1.286 (1.286)	Data 0.001 (0.003)	Loss 0.1110 (0.0686)	MAE 0.211 (0.200)
Epoch: [2][60/469]	Time 1.280 (1.286)	Data 0.001 (0.002)	Loss 0.0365 (0.0689)	MAE 0.167 (0.202)
Epoch: [2][70/469]	Time 1.276 (1.284)	Data 0.001 (0.002)	Loss 0.0526 (0.0686)	MAE 0.178 (0.200)
Epoch: [2][80/469]	Time 1.264 (1.283)	Data 0.003 (0.002)	Loss 0.0573 (0.0731)	MAE 0.189 (0.200)
Epoch: [2][90/469]	Time 1.315 (1.283)	Data 0.001 (0.002)	Loss 0.0642 (0.0714)	MAE 0.188 (0.198)
Epoch: [2][100/469]	Time 1.229 (1.286)	Data 0.001 (0.002)	Loss 0.0559 (0.0701)	MAE 0.175 (0.197)
Epoch: [2][110/469]	Time 1.267 (1.290)	Data 0.001 (0.002)	Loss 0.0535 (0.0714)	MAE 0.165 (0.197)
Epoch: [2][120/469]	Time 1.217 (1.288)	Data 0.001 (0.002)	Loss 0.0675 (0.0704)	MAE 0.192 (0.196)
Epoch: [2][130/469]	Time 1.278 (1.290)	Data 0.001 (0.002)	Loss 0.0535 (0.0691)	MAE 0.190 (0.195)
Epoch: [2][140/469]	Time 1.314 (1.290)	Data 0.001 (0.002)	Loss 0.0666 (0.0689)	MAE 0.250 (0.194)
Epoch: [2][150/469]	Time 1.297 (1.290)	Data 0.002 (0.002)	Loss 0.0650 (0.0687)	MAE 0.179 (0.194)
Epoch: [2][160/469]	Time 1.296 (1.291)	Data 0.001 (0.002)	Loss 0.1099 (0.0698)	MAE 0.191 (0.194)
Epoch: [2][170/469]	Time 1.254 (1.291)	Data 0.001 (0.002)	Loss 0.0490 (0.0688)	MAE 0.150 (0.194)
Epoch: [2][180/469]	Time 1.265 (1.291)	Data 0.001 (0.002)	Loss 0.0610 (0.0675)	MAE 0.239 (0.192)
Epoch: [2][190/469]	Time 1.225 (1.291)	Data 0.001 (0.002)	Loss 0.0330 (0.0668)	MAE 0.137 (0.191)
Epoch: [2][200/469]	Time 1.301 (1.291)	Data 0.003 (0.002)	Loss 0.0656 (0.0662)	MAE 0.204 (0.191)
Epoch: [2][210/469]	Time 1.300 (1.291)	Data 0.001 (0.002)	Loss 0.0537 (0.0658)	MAE 0.171 (0.191)
Epoch: [2][220/469]	Time 1.339 (1.290)	Data 0.001 (0.002)	Loss 0.0892 (0.0661)	MAE 0.254 (0.191)
Epoch: [2][230/469]	Time 1.318 (1.290)	Data 0.001 (0.002)	Loss 0.1295 (0.0660)	MAE 0.308 (0.191)
Epoch: [2][240/469]	Time 1.268 (1.289)	Data 0.001 (0.002)	Loss 0.0512 (0.0657)	MAE 0.209 (0.191)
Epoch: [2][250/469]	Time 1.339 (1.289)	Data 0.001 (0.002)	Loss 0.0564 (0.0652)	MAE 0.188 (0.190)
Epoch: [2][260/469]	Time 1.316 (1.289)	Data 0.001 (0.002)	Loss 0.0499 (0.0650)	MAE 0.183 (0.190)
Epoch: [2][270/469]	Time 1.306 (1.289)	Data 0.001 (0.002)	Loss 0.1202 (0.0654)	MAE 0.297 (0.192)
Epoch: [2][280/469]	Time 1.253 (1.289)	Data 0.001 (0.002)	Loss 0.0784 (0.0653)	MAE 0.205 (0.192)
Epoch: [2][290/469]	Time 1.234 (1.289)	Data 0.001 (0.002)	Loss 0.0495 (0.0652)	MAE 0.196 (0.192)
Epoch: [2][300/469]	Time 1.344 (1.290)	Data 0.001 (0.002)	Loss 0.0335 (0.0651)	MAE 0.155 (0.192)
Epoch: [2][310/469]	Time 1.329 (1.290)	Data 0.003 (0.002)	Loss 0.0429 (0.0652)	MAE 0.171 (0.192)
Epoch: [2][320/469]	Time 1.322 (1.289)	Data 0.001 (0.002)	Loss 0.0586 (0.0650)	MAE 0.204 (0.192)
Epoch: [2][330/469]	Time 1.328 (1.289)	Data 0.001 (0.002)	Loss 0.0359 (0.0645)	MAE 0.149 (0.191)
Epoch: [2][340/469]	Time 1.276 (1.290)	Data 0.001 (0.002)	Loss 0.0326 (0.0639)	MAE 0.145 (0.191)
Epoch: [2][350/469]	Time 1.273 (1.290)	Data 0.001 (0.002)	Loss 0.0399 (0.0634)	MAE 0.163 (0.190)
Epoch: [2][360/469]	Time 1.244 (1.290)	Data 0.001 (0.002)	Loss 0.0808 (0.0630)	MAE 0.213 (0.190)
Epoch: [2][370/469]	Time 1.332 (1.290)	Data 0.001 (0.002)	Loss 0.0605 (0.0631)	MAE 0.201 (0.190)
Epoch: [2][380/469]	Time 1.307 (1.290)	Data 0.001 (0.002)	Loss 0.1203 (0.0633)	MAE 0.194 (0.190)
Epoch: [2][390/469]	Time 1.212 (1.290)	Data 0.001 (0.002)	Loss 0.0395 (0.0629)	MAE 0.154 (0.190)
Epoch: [2][400/469]	Time 1.312 (1.290)	Data 0.001 (0.002)	Loss 0.0388 (0.0627)	MAE 0.156 (0.189)
Epoch: [2][410/469]	Time 1.250 (1.290)	Data 0.001 (0.002)	Loss 0.0409 (0.0624)	MAE 0.165 (0.189)
Epoch: [2][420/469]	Time 1.263 (1.290)	Data 0.002 (0.002)	Loss 0.0682 (0.0623)	MAE 0.190 (0.189)
Epoch: [2][430/469]	Time 1.249 (1.289)	Data 0.001 (0.002)	Loss 0.0425 (0.0622)	MAE 0.169 (0.189)
Epoch: [2][440/469]	Time 1.380 (1.289)	Data 0.003 (0.002)	Loss 0.0915 (0.0621)	MAE 0.181 (0.189)
Epoch: [2][450/469]	Time 1.321 (1.290)	Data 0.001 (0.002)	Loss 0.0410 (0.0616)	MAE 0.165 (0.188)
Epoch: [2][460/469]	Time 1.180 (1.289)	Data 0.001 (0.002)	Loss 0.0515 (0.0614)	MAE 0.163 (0.188)
Test: [0/59]	Time 2.306 (2.306)	Loss 0.0567 (0.0567)	MAE 0.217 (0.217)
Test: [10/59]	Time 2.311 (2.320)	Loss 0.1044 (0.0678)	MAE 0.247 (0.226)
Test: [20/59]	Time 2.316 (2.317)	Loss 0.0651 (0.0707)	MAE 0.225 (0.225)
Test: [30/59]	Time 2.322 (2.317)	Loss 0.0914 (0.0705)	MAE 0.233 (0.225)
Test: [40/59]	Time 2.315 (2.318)	Loss 0.0635 (0.0690)	MAE 0.222 (0.224)
Test: [50/59]	Time 2.315 (2.319)	Loss 0.0596 (0.0720)	MAE 0.217 (0.226)
 * MAE 0.225
Epoch: [3][0/469]	Time 1.582 (1.582)	Data 0.232 (0.232)	Loss 0.0391 (0.0391)	MAE 0.158 (0.158)
Epoch: [3][10/469]	Time 1.202 (1.327)	Data 0.001 (0.022)	Loss 0.0588 (0.0434)	MAE 0.198 (0.170)
Epoch: [3][20/469]	Time 1.323 (1.307)	Data 0.002 (0.012)	Loss 0.0313 (0.0554)	MAE 0.138 (0.170)
Epoch: [3][30/469]	Time 1.276 (1.299)	Data 0.001 (0.009)	Loss 0.0424 (0.0533)	MAE 0.167 (0.170)
Epoch: [3][40/469]	Time 1.274 (1.292)	Data 0.001 (0.007)	Loss 0.0365 (0.0535)	MAE 0.161 (0.172)
Epoch: [3][50/469]	Time 1.331 (1.293)	Data 0.001 (0.006)	Loss 0.1406 (0.0553)	MAE 0.158 (0.172)
Epoch: [3][60/469]	Time 1.271 (1.293)	Data 0.002 (0.005)	Loss 0.0670 (0.0558)	MAE 0.233 (0.176)
Epoch: [3][70/469]	Time 1.335 (1.297)	Data 0.003 (0.005)	Loss 0.0616 (0.0548)	MAE 0.160 (0.174)
Epoch: [3][80/469]	Time 1.230 (1.296)	Data 0.002 (0.004)	Loss 0.0392 (0.0559)	MAE 0.161 (0.172)
Epoch: [3][90/469]	Time 1.240 (1.297)	Data 0.001 (0.004)	Loss 0.0379 (0.0550)	MAE 0.142 (0.173)
Epoch: [3][100/469]	Time 1.242 (1.297)	Data 0.001 (0.004)	Loss 0.0352 (0.0535)	MAE 0.147 (0.170)
Epoch: [3][110/469]	Time 1.279 (1.299)	Data 0.001 (0.004)	Loss 0.0471 (0.0538)	MAE 0.188 (0.172)
Epoch: [3][120/469]	Time 1.304 (1.297)	Data 0.003 (0.003)	Loss 0.0295 (0.0528)	MAE 0.147 (0.171)
Epoch: [3][130/469]	Time 1.356 (1.297)	Data 0.001 (0.003)	Loss 0.0608 (0.0522)	MAE 0.236 (0.171)
Epoch: [3][140/469]	Time 1.316 (1.298)	Data 0.001 (0.003)	Loss 0.0252 (0.0525)	MAE 0.132 (0.173)
Epoch: [3][150/469]	Time 1.258 (1.296)	Data 0.001 (0.003)	Loss 0.0481 (0.0530)	MAE 0.164 (0.173)
Epoch: [3][160/469]	Time 1.291 (1.296)	Data 0.002 (0.003)	Loss 0.0398 (0.0534)	MAE 0.172 (0.173)
Epoch: [3][170/469]	Time 1.328 (1.296)	Data 0.001 (0.003)	Loss 0.0614 (0.0530)	MAE 0.214 (0.173)
Epoch: [3][180/469]	Time 1.309 (1.296)	Data 0.001 (0.003)	Loss 0.0400 (0.0535)	MAE 0.144 (0.173)
Epoch: [3][190/469]	Time 1.294 (1.295)	Data 0.001 (0.003)	Loss 0.0592 (0.0531)	MAE 0.180 (0.174)
Epoch: [3][200/469]	Time 1.314 (1.295)	Data 0.001 (0.003)	Loss 0.0429 (0.0534)	MAE 0.180 (0.174)
Epoch: [3][210/469]	Time 1.353 (1.295)	Data 0.001 (0.003)	Loss 0.0512 (0.0528)	MAE 0.182 (0.174)
Epoch: [3][220/469]	Time 1.393 (1.294)	Data 0.001 (0.003)	Loss 0.0701 (0.0524)	MAE 0.233 (0.173)
Epoch: [3][230/469]	Time 1.368 (1.294)	Data 0.001 (0.002)	Loss 0.0451 (0.0522)	MAE 0.148 (0.173)
Epoch: [3][240/469]	Time 1.346 (1.294)	Data 0.001 (0.002)	Loss 0.0581 (0.0520)	MAE 0.200 (0.173)
Epoch: [3][250/469]	Time 1.297 (1.293)	Data 0.001 (0.002)	Loss 0.0502 (0.0522)	MAE 0.181 (0.174)
Epoch: [3][260/469]	Time 1.291 (1.293)	Data 0.003 (0.002)	Loss 0.0457 (0.0521)	MAE 0.185 (0.174)
Epoch: [3][270/469]	Time 1.359 (1.293)	Data 0.001 (0.002)	Loss 0.0310 (0.0522)	MAE 0.144 (0.175)
Epoch: [3][280/469]	Time 1.261 (1.294)	Data 0.001 (0.002)	Loss 0.0827 (0.0518)	MAE 0.219 (0.174)
Epoch: [3][290/469]	Time 1.408 (1.294)	Data 0.001 (0.002)	Loss 0.0264 (0.0517)	MAE 0.131 (0.174)
Epoch: [3][300/469]	Time 1.286 (1.294)	Data 0.001 (0.002)	Loss 0.0346 (0.0512)	MAE 0.169 (0.173)
Epoch: [3][310/469]	Time 1.268 (1.294)	Data 0.001 (0.002)	Loss 0.0333 (0.0511)	MAE 0.139 (0.172)
Epoch: [3][320/469]	Time 1.332 (1.293)	Data 0.001 (0.002)	Loss 0.0271 (0.0508)	MAE 0.138 (0.172)
Epoch: [3][330/469]	Time 1.311 (1.293)	Data 0.001 (0.002)	Loss 0.0440 (0.0507)	MAE 0.160 (0.172)
Epoch: [3][340/469]	Time 1.277 (1.292)	Data 0.001 (0.002)	Loss 0.0408 (0.0506)	MAE 0.165 (0.172)
Epoch: [3][350/469]	Time 1.341 (1.292)	Data 0.001 (0.002)	Loss 0.0388 (0.0504)	MAE 0.180 (0.172)
Epoch: [3][360/469]	Time 1.337 (1.293)	Data 0.001 (0.002)	Loss 0.0322 (0.0501)	MAE 0.144 (0.171)
Epoch: [3][370/469]	Time 1.306 (1.293)	Data 0.001 (0.002)	Loss 0.0428 (0.0500)	MAE 0.185 (0.171)
Epoch: [3][380/469]	Time 1.313 (1.294)	Data 0.001 (0.002)	Loss 0.0319 (0.0496)	MAE 0.138 (0.171)
